Date	Price	Open	High	Low	Change
5/7/2010	1.2752	1.2654	1.2797	1.2586	0.77%
5/10/2010	1.2737	1.2866	1.3093	1.2722	-0.12%
5/11/2010	1.2641	1.2737	1.2802	1.2615	-0.75%
5/12/2010	1.2646	1.2641	1.2738	1.2605	0.04%
5/13/2010	1.2531	1.2645	1.2683	1.2516	-0.91%
5/14/2010	1.2357	1.2532	1.2575	1.2353	-1.39%
5/17/2010	1.2382	1.2358	1.2414	1.2233	0.20%
5/18/2010	1.2145	1.2382	1.2444	1.2144	-1.91%
5/19/2010	1.2384	1.2144	1.243	1.2144	1.97%
5/20/2010	1.254	1.2385	1.2597	1.2296	1.26%
5/21/2010	1.2571	1.2539	1.2671	1.2471	0.25%
5/24/2010	1.2338	1.251	1.2538	1.2332	-1.85%
5/25/2010	1.2333	1.2338	1.2388	1.2178	-0.04%
5/26/2010	1.2183	1.2332	1.2343	1.2153	-1.22%
5/27/2010	1.2367	1.2183	1.2394	1.2182	1.51%
5/28/2010	1.2272	1.2367	1.2452	1.2265	-0.77%
5/31/2010	1.227	1.2288	1.2334	1.2267	-0.02%
6/1/2010	1.2245	1.227	1.2349	1.2111	-0.20%
6/2/2010	1.2251	1.2245	1.2273	1.2175	0.05%
6/3/2010	1.2178	1.2251	1.2325	1.2152	-0.60%
6/4/2010	1.1967	1.2178	1.2215	1.1955	-1.73%
6/7/2010	1.1923	1.1931	1.1991	1.1876	-0.37%
6/8/2010	1.1958	1.1923	1.2008	1.1902	0.29%
6/9/2010	1.1989	1.1958	1.2072	1.1924	0.26%
6/10/2010	1.213	1.1989	1.2141	1.1957	1.18%
6/11/2010	1.2111	1.213	1.2152	1.2045	-0.16%
6/14/2010	1.2211	1.2206	1.2297	1.2163	0.83%
6/15/2010	1.2315	1.2211	1.2349	1.2168	0.85%
6/16/2010	1.2298	1.2316	1.2352	1.2255	-0.14%
6/17/2010	1.2388	1.2298	1.241	1.2242	0.73%
6/18/2010	1.2388	1.2387	1.2416	1.2353	0.00%
6/21/2010	1.2321	1.2415	1.2466	1.2304	-0.54%
6/22/2010	1.2265	1.232	1.2353	1.2252	-0.45%
6/23/2010	1.2306	1.2266	1.2343	1.2209	0.33%
6/24/2010	1.2335	1.2306	1.2387	1.2261	0.24%
6/25/2010	1.2368	1.2335	1.2394	1.2254	0.27%
6/28/2010	1.2287	1.2386	1.2397	1.2265	-0.65%
6/29/2010	1.2186	1.2287	1.229	1.2149	-0.82%
6/30/2010	1.2226	1.2187	1.2304	1.2166	0.33%
7/1/2010	1.2508	1.2226	1.2533	1.2193	2.31%
7/2/2010	1.2566	1.2509	1.2611	1.2482	0.46%
7/5/2010	1.2507	1.2547	1.2557	1.2505	-0.47%
7/6/2010	1.2622	1.2507	1.2662	1.248	0.92%
7/7/2010	1.2624	1.2622	1.2663	1.2553	0.02%
7/8/2010	1.269	1.2625	1.271	1.2625	0.52%
7/9/2010	1.264	1.269	1.2722	1.2609	-0.39%
7/12/2010	1.2603	1.2638	1.2644	1.2551	-0.29%
7/13/2010	1.2719	1.2603	1.2738	1.2522	0.92%
7/14/2010	1.2734	1.2719	1.2777	1.2682	0.12%
7/15/2010	1.2918	1.2734	1.2954	1.2709	1.44%
7/16/2010	1.293	1.2918	1.3006	1.2889	0.09%
7/19/2010	1.2939	1.2889	1.2991	1.2871	0.07%
7/20/2010	1.2905	1.2939	1.3028	1.2839	-0.26%
7/21/2010	1.2759	1.2905	1.2912	1.2732	-1.13%
7/22/2010	1.2911	1.2759	1.293	1.2737	1.19%
7/23/2010	1.2909	1.2911	1.2964	1.2793	-0.02%
7/26/2010	1.2982	1.2923	1.3005	1.2889	0.57%
7/27/2010	1.2987	1.2982	1.3045	1.2952	0.04%
7/28/2010	1.2998	1.2988	1.3041	1.2966	0.08%
7/29/2010	1.3066	1.2998	1.3106	1.2977	0.52%
7/30/2010	1.305	1.3066	1.3093	1.298	-0.12%
8/2/2010	1.3172	1.3059	1.3194	1.3055	0.93%
8/3/2010	1.322	1.3171	1.3261	1.3146	0.36%
8/4/2010	1.3154	1.322	1.3238	1.3131	-0.50%
8/5/2010	1.3179	1.3154	1.3234	1.3119	0.19%
8/6/2010	1.3278	1.3179	1.3333	1.3157	0.75%
8/9/2010	1.3215	1.3282	1.3307	1.3211	-0.47%
8/10/2010	1.3155	1.3215	1.3226	1.3074	-0.45%
8/11/2010	1.2849	1.3155	1.316	1.283	-2.33%
8/12/2010	1.2842	1.2849	1.2932	1.278	-0.05%
8/13/2010	1.2753	1.2842	1.2905	1.2749	-0.69%
8/16/2010	1.2813	1.2756	1.2871	1.2734	0.47%
8/17/2010	1.2869	1.2813	1.2915	1.2804	0.44%
8/18/2010	1.2799	1.2869	1.2921	1.2792	-0.54%
8/19/2010	1.2807	1.2799	1.2902	1.2772	0.06%
8/20/2010	1.271	1.2807	1.2832	1.2663	-0.76%
8/23/2010	1.2631	1.2699	1.2729	1.2624	-0.62%
8/24/2010	1.2635	1.2631	1.2716	1.2587	0.03%
8/25/2010	1.2672	1.2635	1.2725	1.2609	0.29%
8/26/2010	1.2703	1.2671	1.2763	1.265	0.24%
8/27/2010	1.2762	1.2703	1.2778	1.2681	0.46%
8/30/2010	1.2663	1.2752	1.2755	1.2658	-0.78%
8/31/2010	1.2674	1.2663	1.2742	1.2625	0.09%
9/1/2010	1.2795	1.2674	1.2855	1.2663	0.95%
9/2/2010	1.2814	1.2795	1.2847	1.2776	0.15%
9/3/2010	1.2895	1.2814	1.2897	1.2808	0.63%
9/6/2010	1.2818	1.2886	1.2917	1.2799	-0.60%
9/7/2010	1.2692	1.2818	1.2818	1.2676	-0.98%
9/8/2010	1.2727	1.2692	1.2762	1.2659	0.28%
9/9/2010	1.2678	1.2727	1.2765	1.2665	-0.39%
9/10/2010	1.2678	1.2677	1.2746	1.2643	0.00%
9/13/2010	1.2863	1.276	1.2892	1.2758	1.46%
9/14/2010	1.2995	1.2862	1.3032	1.2829	1.03%
9/15/2010	1.3011	1.2995	1.3036	1.2953	0.12%
9/16/2010	1.3066	1.301	1.3116	1.2975	0.42%
9/17/2010	1.3049	1.3066	1.3158	1.3019	-0.13%
9/20/2010	1.3062	1.3042	1.3121	1.3029	0.10%
9/21/2010	1.3283	1.3062	1.329	1.3059	1.69%
9/22/2010	1.3393	1.3283	1.3439	1.3267	0.83%
9/23/2010	1.3295	1.3393	1.3413	1.3291	-0.73%
9/24/2010	1.3492	1.3295	1.3495	1.3286	1.48%
9/27/2010	1.3428	1.3478	1.3505	1.3425	-0.47%
9/28/2010	1.3573	1.3428	1.3595	1.3381	1.08%
9/29/2010	1.3624	1.3572	1.3646	1.3566	0.38%
9/30/2010	1.3631	1.3624	1.3682	1.3559	0.05%
10/1/2010	1.379	1.363	1.3792	1.3629	1.17%
10/4/2010	1.3648	1.3775	1.3784	1.3644	-1.03%
10/5/2010	1.3853	1.3648	1.3858	1.3637	1.50%
10/6/2010	1.3915	1.3853	1.3947	1.38	0.45%
10/7/2010	1.3924	1.3915	1.4028	1.3857	0.06%
10/8/2010	1.3928	1.3924	1.3983	1.3834	0.03%
10/11/2010	1.3864	1.3996	1.3998	1.3856	-0.46%
10/12/2010	1.392	1.3864	1.3934	1.3775	0.40%
10/13/2010	1.3982	1.392	1.4001	1.3912	0.45%
10/14/2010	1.4025	1.3982	1.4122	1.3982	0.31%
10/15/2010	1.3976	1.4024	1.415	1.3937	-0.35%
10/18/2010	1.3963	1.3951	1.3998	1.383	-0.09%
10/19/2010	1.3698	1.3963	1.4002	1.3698	-1.90%
10/20/2010	1.3975	1.3698	1.3989	1.3698	2.02%
10/21/2010	1.3912	1.3976	1.4049	1.3871	-0.45%
10/22/2010	1.3953	1.3912	1.397	1.386	0.29%
10/25/2010	1.3922	1.3961	1.408	1.3907	-0.22%
10/26/2010	1.3845	1.3922	1.3981	1.3825	-0.55%
10/27/2010	1.3778	1.3845	1.3876	1.3734	-0.48%
10/28/2010	1.3928	1.3777	1.3945	1.3774	1.09%
10/29/2010	1.3946	1.3928	1.395	1.3807	0.13%
11/1/2010	1.3908	1.3973	1.4011	1.3864	-0.27%
11/2/2010	1.4033	1.3908	1.4057	1.3881	0.90%
11/3/2010	1.4127	1.4032	1.418	1.3992	0.67%
11/4/2010	1.4228	1.4126	1.4281	1.4102	0.71%
11/5/2010	1.4031	1.4228	1.423	1.4024	-1.38%
11/8/2010	1.3867	1.4074	1.4085	1.3859	-1.17%
11/9/2010	1.3771	1.3867	1.3973	1.3748	-0.69%
11/10/2010	1.3774	1.377	1.3825	1.3671	0.02%
11/11/2010	1.3621	1.3774	1.382	1.3608	-1.11%
11/12/2010	1.369	1.3621	1.3776	1.3574	0.51%
11/15/2010	1.3572	1.3688	1.375	1.3563	-0.86%
11/16/2010	1.3493	1.3573	1.3655	1.3447	-0.58%
11/17/2010	1.3554	1.3493	1.3565	1.346	0.45%
11/18/2010	1.3656	1.3553	1.3667	1.3542	0.75%
11/19/2010	1.3672	1.3656	1.3731	1.3608	0.12%
11/22/2010	1.36	1.3741	1.3785	1.3577	-0.53%
11/23/2010	1.3385	1.36	1.3614	1.336	-1.58%
11/24/2010	1.3357	1.3385	1.342	1.3284	-0.21%
11/25/2010	1.3339	1.3357	1.3386	1.3286	-0.13%
11/26/2010	1.324	1.3339	1.335	1.32	-0.74%
11/29/2010	1.3099	1.3237	1.3301	1.3064	-1.06%
11/30/2010	1.2994	1.3099	1.3149	1.2969	-0.80%
12/1/2010	1.3124	1.2994	1.3181	1.2971	1.00%
12/2/2010	1.3211	1.3124	1.3246	1.306	0.66%
12/3/2010	1.3414	1.3211	1.3437	1.3193	1.54%
12/6/2010	1.3289	1.3413	1.342	1.3246	-0.93%
12/7/2010	1.3245	1.3288	1.34	1.3236	-0.33%
12/8/2010	1.3248	1.3245	1.328	1.318	0.02%
12/9/2010	1.324	1.3248	1.3322	1.3164	-0.06%
12/10/2010	1.3226	1.324	1.3282	1.3179	-0.11%
12/13/2010	1.3394	1.3197	1.3433	1.3182	1.27%
12/14/2010	1.3356	1.3394	1.3497	1.3355	-0.28%
12/15/2010	1.3224	1.3356	1.3377	1.3208	-0.99%
12/16/2010	1.3238	1.3224	1.3265	1.3181	0.11%
12/17/2010	1.3187	1.3239	1.3358	1.3133	-0.39%
12/20/2010	1.3117	1.3162	1.3182	1.3095	-0.53%
12/21/2010	1.3091	1.3117	1.3201	1.3073	-0.20%
12/22/2010	1.3114	1.3091	1.318	1.3078	0.18%
12/23/2010	1.3122	1.3114	1.3151	1.3055	0.06%
12/24/2010	1.3121	1.3122	1.3147	1.3095	-0.01%
12/27/2010	1.3188	1.3079	1.3189	1.3078	0.51%
12/28/2010	1.3085	1.3188	1.3274	1.3083	-0.78%
12/29/2010	1.3222	1.3085	1.3238	1.3084	1.05%
12/30/2010	1.3301	1.3222	1.3314	1.3219	0.60%
12/31/2010	1.3383	1.3301	1.3422	1.3288	0.62%
